,date,tic,close,Qty,Amount,Investing_value,Cash,portfolio_value
0,2023-05-01,AAPL,168.9048309326172,0.0,0.0,0.0,1000000.0,1000000.0
1,2023-05-01,AMZN,102.05000305175781,0.0,0.0,0.0,1000000.0,1000000.0
2,2023-05-01,DX,10.728498458862305,0.0,0.0,0.0,1000000.0,1000000.0
3,2023-05-01,FAST,53.924285888671875,0.0,0.0,0.0,1000000.0,1000000.0
4,2023-05-01,KO,63.31169891357422,0.0,0.0,0.0,1000000.0,1000000.0
5,2023-05-01,MSFT,303.633056640625,0.0,0.0,0.0,1000000.0,1000000.0
6,2023-05-01,NKE,127.07408905029297,0.0,0.0,0.0,1000000.0,1000000.0
7,2023-05-01,PFE,37.852500915527344,0.0,0.0,0.0,1000000.0,1000000.0
8,2023-05-01,PYPL,75.11000061035156,0.0,0.0,0.0,1000000.0,1000000.0
9,2023-05-01,SBUX,112.76808166503906,0.0,0.0,0.0,1000000.0,1000000.0
10,2023-05-01,TSLA,161.8300018310547,0.0,0.0,0.0,1000000.0,1000000.0
11,2023-05-02,AAPL,167.85906982421875,0.0,0.0,0.0,1000000.0,1000000.0
12,2023-05-02,AMZN,103.62999725341797,0.0,0.0,0.0,1000000.0,1000000.0
13,2023-05-02,DX,10.148073196411133,0.0,0.0,0.0,1000000.0,1000000.0
14,2023-05-02,FAST,53.697044372558594,0.0,0.0,0.0,1000000.0,1000000.0
15,2023-05-02,KO,63.026153564453125,0.0,0.0,0.0,1000000.0,1000000.0
16,2023-05-02,MSFT,303.4839782714844,0.0,0.0,0.0,1000000.0,1000000.0
17,2023-05-02,NKE,126.41845703125,0.0,0.0,0.0,1000000.0,1000000.0
18,2023-05-02,PFE,37.70770263671875,0.0,0.0,0.0,1000000.0,1000000.0
19,2023-05-02,PYPL,72.27999877929688,0.0,0.0,0.0,1000000.0,1000000.0
20,2023-05-02,SBUX,112.66964721679688,0.0,0.0,0.0,1000000.0,1000000.0
21,2023-05-02,TSLA,160.30999755859375,0.0,0.0,0.0,1000000.0,1000000.0
22,2023-05-03,AAPL,166.7734832763672,0.0,0.0,0.0,1000000.0,1000000.0
23,2023-05-03,AMZN,103.6500015258789,0.0,0.0,0.0,1000000.0,1000000.0
24,2023-05-03,DX,10.204241752624512,0.0,0.0,0.0,1000000.0,1000000.0
25,2023-05-03,FAST,53.43029022216797,0.0,0.0,0.0,1000000.0,1000000.0
26,2023-05-03,KO,62.671688079833984,0.0,0.0,0.0,1000000.0,1000000.0
27,2023-05-03,MSFT,302.4803771972656,0.0,0.0,0.0,1000000.0,1000000.0
28,2023-05-03,NKE,125.90189361572266,0.0,0.0,0.0,1000000.0,1000000.0
29,2023-05-03,PFE,37.11882019042969,0.0,0.0,0.0,1000000.0,1000000.0
30,2023-05-03,PYPL,71.43000030517578,0.0,0.0,0.0,1000000.0,1000000.0
31,2023-05-03,SBUX,102.3338851928711,0.0,0.0,0.0,1000000.0,1000000.0
32,2023-05-03,TSLA,160.61000061035156,0.0,0.0,0.0,1000000.0,1000000.0
33,2023-05-04,AAPL,165.12017822265625,0.0,0.0,0.0,1000000.0,1000000.0
34,2023-05-04,AMZN,104.0,0.0,0.0,0.0,1000000.0,1000000.0
35,2023-05-04,DX,10.017009735107422,0.0,0.0,0.0,1000000.0,1000000.0
36,2023-05-04,FAST,53.37101364135742,0.0,0.0,0.0,1000000.0,1000000.0
37,2023-05-04,KO,62.74061584472656,0.0,0.0,0.0,1000000.0,1000000.0
38,2023-05-04,MSFT,303.4839782714844,0.0,0.0,0.0,1000000.0,1000000.0
39,2023-05-04,NKE,122.8521957397461,0.0,0.0,0.0,1000000.0,1000000.0
40,2023-05-04,PFE,36.90643310546875,0.0,0.0,0.0,1000000.0,1000000.0
41,2023-05-04,PYPL,71.80999755859375,0.0,0.0,0.0,1000000.0,1000000.0
42,2023-05-04,SBUX,103.0820083618164,0.0,0.0,0.0,1000000.0,1000000.0
43,2023-05-04,TSLA,161.1999969482422,0.0,0.0,0.0,1000000.0,1000000.0
44,2023-05-05,AAPL,172.86875915527344,0.0,0.0,0.0,1000000.0,1000000.0
45,2023-05-05,AMZN,105.66000366210938,0.0,0.0,0.0,1000000.0,1000000.0
46,2023-05-05,DX,10.232328414916992,0.0,0.0,0.0,1000000.0,1000000.0
47,2023-05-05,FAST,54.00332260131836,0.0,0.0,0.0,1000000.0,1000000.0
48,2023-05-05,KO,63.0359992980957,0.0,0.0,0.0,1000000.0,1000000.0
49,2023-05-05,MSFT,308.6909484863281,0.0,0.0,0.0,1000000.0,1000000.0
50,2023-05-05,NKE,125.75288391113281,0.0,0.0,0.0,1000000.0,1000000.0
51,2023-05-05,PFE,37.157432556152344,0.0,0.0,0.0,1000000.0,1000000.0
52,2023-05-05,PYPL,74.97000122070312,0.0,0.0,0.0,1000000.0,1000000.0
53,2023-05-05,SBUX,105.53305053710938,0.0,0.0,0.0,1000000.0,1000000.0
54,2023-05-05,TSLA,170.05999755859375,0.0,0.0,0.0,1000000.0,1000000.0
55,2023-05-08,AAPL,172.79904174804688,0.0,0.0,0.0,1000000.0,1000000.0
56,2023-05-08,AMZN,105.83000183105469,0.0,0.0,0.0,1000000.0,1000000.0
57,2023-05-08,DX,10.325943946838379,0.0,0.0,0.0,1000000.0,1000000.0
58,2023-05-08,FAST,53.68716812133789,0.0,0.0,0.0,1000000.0,1000000.0
59,2023-05-08,KO,62.93753433227539,0.0,0.0,0.0,1000000.0,1000000.0
60,2023-05-08,MSFT,306.7035827636719,0.0,0.0,0.0,1000000.0,1000000.0
61,2023-05-08,NKE,126.04096984863281,0.0,0.0,0.0,1000000.0,1000000.0
62,2023-05-08,PFE,37.33120346069336,0.0,0.0,0.0,1000000.0,1000000.0
63,2023-05-08,PYPL,75.5199966430664,0.0,0.0,0.0,1000000.0,1000000.0
64,2023-05-08,SBUX,105.49368286132812,0.0,0.0,0.0,1000000.0,1000000.0
65,2023-05-08,TSLA,171.7899932861328,0.0,0.0,0.0,1000000.0,1000000.0
66,2023-05-09,AAPL,171.07603454589844,0.0,0.0,0.0,1000000.0,1000000.0
67,2023-05-09,AMZN,106.62000274658203,0.0,0.0,0.0,1000000.0,1000000.0
68,2023-05-09,DX,10.3446683883667,0.0,0.0,0.0,1000000.0,1000000.0
69,2023-05-09,FAST,53.80572509765625,0.0,0.0,0.0,1000000.0,1000000.0
70,2023-05-09,KO,62.41568374633789,0.0,0.0,0.0,1000000.0,1000000.0
71,2023-05-09,MSFT,305.0639953613281,0.0,0.0,0.0,1000000.0,1000000.0
72,2023-05-09,NKE,124.27274322509766,0.0,0.0,0.0,1000000.0,1000000.0
73,2023-05-09,PFE,37.14778137207031,0.0,0.0,0.0,1000000.0,1000000.0
74,2023-05-09,PYPL,65.90499877929688,0.0,0.0,0.0,1000000.0,1000000.0
75,2023-05-09,SBUX,105.0408706665039,0.0,0.0,0.0,1000000.0,1000000.0
76,2023-05-09,TSLA,169.14999389648438,0.0,0.0,0.0,1000000.0,1000000.0
77,2023-05-10,AAPL,172.85879516601562,0.0,0.0,0.0,1000000.0,1000000.0
78,2023-05-10,AMZN,110.19000244140625,0.0,0.0,0.0,1000000.0,1000000.0
79,2023-05-10,DX,10.363391876220703,0.0,0.0,0.0,1000000.0,1000000.0
80,2023-05-10,FAST,53.934165954589844,0.0,0.0,0.0,1000000.0,1000000.0
81,2023-05-10,KO,62.52399444580078,0.0,0.0,0.0,1000000.0,1000000.0
82,2023-05-10,MSFT,310.3404846191406,0.0,0.0,0.0,1000000.0,1000000.0
83,2023-05-10,NKE,122.69325256347656,0.0,0.0,0.0,1000000.0,1000000.0
84,2023-05-10,PFE,36.9740104675293,0.0,0.0,0.0,1000000.0,1000000.0
85,2023-05-10,PYPL,63.380001068115234,0.0,0.0,0.0,1000000.0,1000000.0
86,2023-05-10,SBUX,105.29680633544922,0.0,0.0,0.0,1000000.0,1000000.0
87,2023-05-10,TSLA,168.5399932861328,0.0,0.0,0.0,1000000.0,1000000.0
88,2023-05-11,AAPL,173.0480499267578,0.0,0.0,0.0,1000000.0,1000000.0
89,2023-05-11,AMZN,112.18000030517578,0.0,0.0,0.0,1000000.0,1000000.0
90,2023-05-11,DX,10.279136657714844,0.0,0.0,0.0,1000000.0,1000000.0
91,2023-05-11,FAST,54.21079635620117,0.0,0.0,0.0,1000000.0,1000000.0
92,2023-05-11,KO,62.87845993041992,0.0,0.0,0.0,1000000.0,1000000.0
93,2023-05-11,MSFT,308.1543273925781,0.0,0.0,0.0,1000000.0,1000000.0
94,2023-05-11,NKE,121.41178894042969,0.0,0.0,0.0,1000000.0,1000000.0
95,2023-05-11,PFE,36.6715087890625,0.0,0.0,0.0,1000000.0,1000000.0
96,2023-05-11,PYPL,64.18000030517578,0.0,0.0,0.0,1000000.0,1000000.0
97,2023-05-11,SBUX,104.4955062866211,0.0,0.0,0.0,1000000.0,1000000.0
98,2023-05-11,TSLA,172.0800018310547,0.0,0.0,0.0,1000000.0,1000000.0
99,2023-05-12,AAPL,172.1105499267578,0.0,0.0,0.0,1000000.0,1000000.0
100,2023-05-12,AMZN,110.26000213623047,0.0,0.0,0.0,1000000.0,1000000.0
101,2023-05-12,DX,10.335308074951172,0.0,0.0,0.0,1000000.0,1000000.0
102,2023-05-12,FAST,54.09223937988281,0.0,0.0,0.0,1000000.0,1000000.0
103,2023-05-12,KO,63.12461853027344,0.0,0.0,0.0,1000000.0,1000000.0
104,2023-05-12,MSFT,307.0215759277344,0.0,0.0,0.0,1000000.0,1000000.0
105,2023-05-12,NKE,119.41507720947266,0.0,0.0,0.0,1000000.0,1000000.0
106,2023-05-12,PFE,36.44706344604492,0.0,0.0,0.0,1000000.0,1000000.0
107,2023-05-12,PYPL,61.689998626708984,0.0,0.0,0.0,1000000.0,1000000.0
108,2023-05-12,SBUX,104.9802474975586,0.0,0.0,0.0,1000000.0,1000000.0
109,2023-05-12,TSLA,167.97999572753906,0.0,0.0,0.0,1000000.0,1000000.0
110,2023-05-15,AAPL,171.61187744140625,0.0,0.0,0.0,1000000.0,1000000.0
111,2023-05-15,AMZN,111.19999694824219,0.0,0.0,0.0,1000000.0,1000000.0
112,2023-05-15,DX,10.307223320007324,0.0,0.0,0.0,1000000.0,1000000.0
